nomor_job,nomor_invoice,tanggal_job,nomor_chassis,kode_sup,customer_code,harga_total,harga_pajak,posisi_km,tanggal_close,keterangan
250421902015,,2025-12-29,MHKV3BA3JRK066194,BMSPMDNUSH,,0,0,57180,,"                pak guritno: 0822 4446 3048                 CAPEM PACITAN  | - Ganti ban luar 2pcs belakang RH+LH  | 165R13 GT maxmiler pro   | kondisi ban tipis  | harga Rp: 570.000,- X2  | "
250421902019,260422900027,2025-12-29,MHKM5EA3JLK168770,*INTERNAL,,4,0,196451,2025-12-30,                - General cek up (selesai sewa)  | - Cek AC  | - Cek Engine  | - Cek elektrikal  | - Cek rem  | - Cek understel  | 
250421902020,260422900028,2025-12-29,MKHM5EA3JLK167709,*INTERNAL,,4,0,70440,2025-12-30,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Cek rem  | - Cek understel
250421902022,,2025-12-29,MHKE8FB2JSK021474,AUT2JBGSKH,,0,0,20545,,                pak edy: 0857 3156 3828  | last km: 10.091 tgl: 21-10-2025
250421902023,260422900029,2025-12-30,MHKV3BA3JLK056729,*INTERNAL,,1004,0,233335,2025-12-30,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Cek understel   | - Cek rem  | 
250421902024,260422900030,2025-12-30,MHFJW8EM9L2380109,*INTERNAL,,1050742,0,86738,2025-12-30,                Unit Storing  | - Ganti kampas rem depan  | 
250421902025,260422900031,2025-12-30,MHKV3BA3JLK057207,*INTERNAL,,2,0,125506,2025-12-30,                - General cek up (selesai replace)  | - Cek elektrikal  | - Cek ban belakang kiri bocor
250421902026,260422900032,2025-12-30,MHKV3BA3JPK064339,*INTERNAL,,10747,0,60447,2025-12-30,                               - General cek up (selesai claim asuransi)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Cek ban serep bocor
260421900001,260422900033,2026-01-02,MHKV3BA3JLK056812,*INTERNAL,,609095,0,223438,2026-01-05,                Unit Storing (piket nataru)  | - Cek mobil mogok tidak kuat stater  | - Cek remot tidak fungsi  | - Cek elektrikal  | 
260421900002,260422900034,2026-01-06,MHKV3BA3JSK067908,*INTERNAL,,1,0,16629,2026-01-06,                - General cek up (selesai claim asuransi)  | - Cek elektrikal  | 
260421900004,260422900035,2026-01-06,MHKV3BA3JMK058024,*INTERNAL,,288024,0,178516,2026-01-06,                - Ganti oli mesin+filter oli  | - Cek pintu sleding tengah kanan bunyi  | - Cek AC  | - Cek engine  | - Cek elektrikal
260421900005,260422900036,2026-01-06,AGH30-0143361,*INTERNAL,,5839,0,69445,2026-01-06,Operation - Cek remot kadang tidak fungsi  | 
260421900006,260422900037,2026-01-07,MHKM5EA3JLK169022,*INTERNAL,,2,0,214015,2026-01-07,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | 
260421900007,260422900038,2026-01-07,MHKV3BA3JLK056720,*INTERNAL,,256489,0,162042,2026-01-07,                - Ganti oli mesin+filter oli  | - General cek up (selesai claim asuransi)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | 
260421900008,260422900039,2026-01-08,MHKV3BA3JLK057237,*INTERNAL,,256491,0,208911,2026-01-08,                - Ganti oli mesin+filter oli  | - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Cek rem  | - Cek understel  | 
260421900009,260422900040,2026-01-08,MHFJW8EM9L2384063,*INTERNAL,,4,0,174893,2026-01-08,                - General cek up (selesai sewa)  | - Cek ban belakang kanan bocor  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Cek rem  | - Cek understel
260421900010,260422900041,2026-01-08,MHKV3BA3JLK056282,*INTERNAL,,2,0,186237,2026-01-08,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal
260421900011,260422900042,2026-01-08,MHRRW1880NJ370748,*INTERNAL,,39807,0,38984,2026-01-08,                Unit Storing  | - Cek wiper belakang sobek  | - Cek elektrikal  | 
260421900012,260422900043,2026-01-09,MHKV3BA3JLK056706,*INTERNAL,,2,0,171921,2026-01-09,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal
260421900013,260422900044,2026-01-09,MHKAA1BY0RK061429,*INTERNAL,,4,0,35518,2026-01-09,                               - General cek up (selesai claim asuransi)  | - Pasang cover jok frt rh/lh  | - Cek kopling bunyi
260421900014,260422900045,2026-01-09,MHKM5EB3JMK036103,*INTERNAL,,307502,0,166980,2026-01-09,                - Cek bumper depan kanan renggang (buka)  | 
260421900015,260422900046,2026-01-09,MHKV3BA3JRK065431,*INTERNAL,,600596,0,47589,2026-01-09,                - Cek mobil tidak kuat stater  | - Cek remot alarm mati  | 
260421900016,260422900047,2026-01-09,MHKV3BA3JSK067908,*INTERNAL,,12001,0,16630,2026-01-09,                - Cek remot alarm mati  | 
260421900017,260422900048,2026-01-09,MHKV3BA3JLK057250,*INTERNAL,,256489,0,162128,2026-01-09,                - Ganti oli mesin+filter oli  | - General cek up (selesai sewa)  | - Pasang nopol baru  | - Cek AC  | - Cek engine  | - Cek elektrikal
260421900018,260422900049,2026-01-10,MHKV3BA3JLK057766,*INTERNAL,,2,0,160374,2026-01-10,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal
260421900019,260422900050,2026-01-10,MHKV3BA3JLK057755,*INTERNAL,,2,0,163460,2026-01-10,                - General cek up (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | 
260421900020,260422900051,2026-01-10,MHKV3BA3JLK056735,*INTERNAL,,2,0,150131,2026-01-10,                - General cek ap (selesai sewa)  | - Cek AC  | - Cek engine  | - Cek elektrikal
260421900021,260422900052,2026-01-10,MHKV5EB1JMK005985,*INTERNAL,,1,0,171043,2026-01-10,                Unit Storing  | - Gesek no rangka+no mesin  | - Cek elektrikal
